Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"390003","GEISINGER - BLOOMSBURG HOSPITAL","549 EAST FAIR STREET","Bloomsburg","PA","17815","COLUMBIA","0.90577","5 out of 10","2 out of 9","5 out of 10"
"140100","MIDWESTERN REGION MED CENTER","2520 ELISHA AVENUE","Zion","IL","60099","LAKE","1.28709","0 out of 10","0 out of 9","0 out of 10"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","Gastonia","NC","28054","GASTON","0.93138","4 out of 10","1 out of 9","4 out of 10"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","Goldsboro","NC","27534","WAYNE","0.98528","0 out of 10","0 out of 9","0 out of 10"
"140161","SAINT JAMES HOSPITAL","2500 WEST REYNOLDS STREET","Pontiac","IL","61764","LIVINGSTON","0.87728","7 out of 10","7 out of 9","7 out of 10"
"390233","HANOVER HOSPITAL","300 HIGHLAND AVE","Hanover","PA","17331","YORK","0.96836","1 out of 10","0 out of 9","1 out of 10"
"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","Bryan","TX","77802","BRAZOS","1.01371","0 out of 10","0 out of 9","0 out of 10"
"220016","BAYSTATE FRANKLIN MEDICAL CENTER","164 HIGH STREET","Greenfield","MA","01301","FRANKLIN","0.92499","4 out of 10","5 out of 9","5 out of 10"
"450571","SHANNON MEDICAL CENTER","120 EAST HARRIS AVENUE","San Angelo","TX","76903","TOM GREEN","0.93414","3 out of 10","0 out of 9","3 out of 10"
"260070","PEMISCOT COUNTY MEMORIAL HOSPITAL","946 EAST REED","Hayti","MO","63851-0489","PEMISCOT","0.89543","6 out of 10","0 out of 9","6 out of 10"
"140068","ROSELAND COMMUNITY HOSPITAL","45 W 111TH STREET","Chicago","IL","60628","COOK","1.02700","0 out of 10","0 out of 9","0 out of 10"
"360203","SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER","1341 NORTH CLARK STREET","Cambridge","OH","43725","GUERNSEY","0.96304","2 out of 10","0 out of 9","2 out of 10"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","13111 N PORT WASHINGTON RD","Mequon","WI","53097","OZAUKEE","0.99395","0 out of 10","0 out of 9","0 out of 10"
"040007","ST VINCENT INFIRMARY MEDICAL CENTER","TWO ST VINCENT CIRCLE","Little Rock","AR","72205","PULASKI","0.97483","1 out of 10","0 out of 9","1 out of 10"
"390042","WASHINGTON HOSPITAL, THE","155 WILSON AVENUE","Washington","PA","15301","WASHINGTON","1.01986","0 out of 10","0 out of 9","0 out of 10"
"260080","SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY","109 PLUM ST","Doniphan","MO","63935-1277","RIPLEY","0.98883","0 out of 10","0 out of 9","0 out of 10"
"140002","ALTON MEMORIAL HOSPITAL","ONE MEMORIAL DRIVE","Alton","IL","62002","MADISON","0.88543","6 out of 10","0 out of 9","6 out of 10"
"100206","MEMORIAL HOSPITAL OF TAMPA","2901 W SWANN AVE","Tampa","FL","33609","HILLSBOROUGH","1.04394","0 out of 10","0 out of 9","0 out of 10"
"060016","CENTURA HEALTH-ST THOMAS MORE HOSPITAL","1338 PHAY AVE","Canon City","CO","81212","FREMONT","0.87931","7 out of 10","5 out of 9","7 out of 10"
"100022","JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE","Miami","FL","33136","DADE","1.02089","0 out of 10","1 out of 9","1 out of 10"
"150173","INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","Lafayette","IN","47905","TIPPECANOE","1.07384","0 out of 10","0 out of 9","0 out of 10"
"240214","MAPLE GROVE HOSPITAL","9875 HOSPITAL DRIVE","Maple Grove","MN","55369","HENNEPIN","0.86373","7 out of 10","0 out of 9","7 out of 10"
"360080","EAST OHIO REGIONAL HOSPITAL","90 NORTH FOURTH STREET","Martins Ferry","OH","43935","BELMONT","1.00968","0 out of 10","2 out of 9","2 out of 10"
"530014","CHEYENNE REGIONAL MEDICAL CENTER","214 EAST 23RD STREET","Cheyenne","WY","82001-3748","LARAMIE","1.01719","0 out of 10","0 out of 9","0 out of 10"
"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST","Owatonna","MN","55060","STEELE","0.91970","4 out of 10","0 out of 9","4 out of 10"
"380025","LEGACY MOUNT HOOD MEDICAL CENTER","24800 SE STARK STREET","Gresham","OR","97030","MULTNOMAH","0.84231","9 out of 10","5 out of 9","9 out of 10"
"230030","MIDMICHIGAN MEDICAL CENTER-GRATIOT","300 E WARWICK DR","Alma","MI","48801","GRATIOT","0.97940","1 out of 10","1 out of 9","1 out of 10"
"440109","HARDIN MEDICAL CENTER","935 WAYNE ROAD","Savannah","TN","38372","HARDIN","0.94802","3 out of 10","1 out of 9","3 out of 10"
"180124","GREENVIEW REGIONAL HOSPITAL","1801 ASHLEY CIRCLE","Bowling Green","KY","42104","WARREN","0.99493","0 out of 10","1 out of 9","1 out of 10"
"450654","STARR COUNTY MEMORIAL HOSPITAL","128  N FM RD 3167","Rio Grande City","TX","78582","STARR","0.90520","5 out of 10","0 out of 9","5 out of 10"
"370114","ST JOHN MEDICAL CENTER, INC","1923 SOUTH UTICA AVENUE","Tulsa","OK","74104","TULSA","0.97889","1 out of 10","0 out of 9","1 out of 10"
"370166","WAGONER COMMUNITY HOSPITAL","1200 WEST CHEROKEE STREET","Wagoner","OK","74467","WAGONER","0.84122","9 out of 10","0 out of 9","9 out of 10"
"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","Johnson City","TN","37604","WASHINGTON","0.99482","0 out of 10","0 out of 9","0 out of 10"
"060020","PARKVIEW MEDICAL CENTER INC","400 W 16TH STREET","Pueblo","CO","81003","PUEBLO","0.92826","4 out of 10","1 out of 9","4 out of 10"
"070019","MILFORD HOSPITAL, INC","300 SEASIDE AVENUE","Milford","CT","06460","NEW HAVEN","1.04401","0 out of 10","0 out of 9","0 out of 10"
"360109","COSHOCTON COUNTY MEMORIAL HOSPITAL","1460 ORANGE STREET","Coshocton","OH","43812","COSHOCTON","0.96272","2 out of 10","1 out of 9","2 out of 10"
"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","Oceanside","NY","11572","NASSAU","1.03627","0 out of 10","0 out of 9","0 out of 10"
"220002","MOUNT AUBURN HOSPITAL","330 MOUNT AUBURN STREET","Cambridge","MA","02138","MIDDLESEX","1.02458","0 out of 10","2 out of 9","2 out of 10"
"050111","TEMPLE COMMUNITY HOSPITAL","235 N HOOVER ST","Los Angeles","CA","90004","LOS ANGELES","1.33990","0 out of 10","0 out of 9","0 out of 10"
"260207","OZARKS COMMUNITY HOSPITAL","2828 NORTH NATIONAL","Springfield","MO","65803","GREENE","0.99602","0 out of 10","3 out of 9","3 out of 10"
"330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","Albany","NY","12204","ALBANY","0.92707","4 out of 10","1 out of 9","4 out of 10"
"050723","KAISER FOUNDATION HOSPITAL - BALDWIN PARK","1011 BALDWIN PARK BLVD","Baldwin Park","CA","91706","LOS ANGELES","0.73855","10 out of 10","9 out of 9","10 out of 10"
"140200","ELMHURST MEMORIAL HOSPITAL","155 EAST BRUSH HILL ROAD","Elmhurst","IL","60126","DU PAGE","1.06739","0 out of 10","0 out of 9","0 out of 10"
"390325","OSS ORTHOPAEDIC HOSPITAL","1861 POWDER MILL RD","York","PA","17402","YORK","0.94881","3 out of 10","0 out of 9","3 out of 10"
"670019","UNIVERSITY GENERAL HOSPITAL","7501 FANNIN","Houston","TX","77054","HARRIS","1.26040","0 out of 10","0 out of 9","0 out of 10"
"040078","NATIONAL PARK MEDICAL CENTER","1910 MALVERN AVENUE","Hot Springs","AR","71901","GARLAND","1.02202","0 out of 10","0 out of 9","0 out of 10"
"490097","SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER","727 NORTH MAIN STREET","Emporia","VA","23847","EMPORIA CITY","1.02026","0 out of 10","0 out of 9","0 out of 10"
"040050","OUACHITA COUNTY MEDICAL CENTER","638 CALIFORNIA AVENUE","Camden","AR","71711-0797","OUACHITA","0.93540","3 out of 10","5 out of 9","5 out of 10"
"450395","MEMORIAL MEDICAL CENTER LIVINGSTON","1717 HWY 59 BYPASS","Livingston","TX","77351","POLK","1.11728","0 out of 10","0 out of 9","0 out of 10"
"440073","MAURY REGIONAL HOSPITAL","1224 TROTWOOD AVE","Columbia","TN","38401","MAURY","0.97603","1 out of 10","2 out of 9","2 out of 10"
"220015","COOLEY DICKINSON HOSPITAL INC,THE","30 LOCUST STREET","Northampton","MA","01061","HAMPSHIRE","1.02812","0 out of 10","0 out of 9","0 out of 10"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","1901 RED ROCK DRIVE","Gallup","NM","87301","MCKINLEY","0.83760","9 out of 10","0 out of 9","9 out of 10"
"190050","BEAUREGARD MEMORIAL HOSPITAL","600 S PINE STREET","Deridder","LA","70634","BEAUREGARD","0.94799","3 out of 10","4 out of 9","4 out of 10"
"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","San Francisco","CA","94115","SAN FRANCISCO","0.90060","5 out of 10","1 out of 9","5 out of 10"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","East Meadow","NY","11554","NASSAU","0.98275","1 out of 10","0 out of 9","1 out of 10"
"450469","TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ","500 N HIGHLAND AVENUE","Sherman","TX","75091","GRAYSON","1.04817","0 out of 10","0 out of 9","0 out of 10"
"280009","GOOD SAMARITAN HOSPITAL","P O BOX 1990, 10 EAST 31ST ST","Kearney","NE","68848","BUFFALO","1.05578","0 out of 10","0 out of 9","0 out of 10"
"360081","MERCY ST CHARLES HOSPITAL","2600 NAVARRE AVENUE","Oregon","OH","43616","LUCAS","1.02478","0 out of 10","0 out of 9","0 out of 10"
"050222","SHARP CHULA VISTA MEDICAL CENTER","751 MEDICAL CENTER COURT","Chula Vista","CA","91911","SAN DIEGO","0.96335","2 out of 10","1 out of 9","2 out of 10"
"420087","ROPER HOSPITAL","316 CALHOUN ST","Charleston","SC","29401","CHARLESTON","1.00773","0 out of 10","0 out of 9","0 out of 10"
"290005","NORTH VISTA HOSPITAL","1409 EAST LAKE MEAD BLVD","North Las Vegas","NV","89030","CLARK","1.14439","0 out of 10","2 out of 9","2 out of 10"
"440197","TRISTAR SOUTHERN HILLS MEDICAL CENTER","391 WALLACE RD","Nashville","TN","37211","DAVIDSON","1.06703","0 out of 10","0 out of 9","0 out of 10"
"100043","MEASE DUNEDIN HOSPITAL","601 MAIN ST","Dunedin","FL","34698","PINELLAS","1.08034","0 out of 10","0 out of 9","0 out of 10"
"040001","SILOAM SPRINGS REGIONAL HOSPITAL","603 NORTH PROGRESS AVENUE","Siloam Springs","AR","72761","BENTON","0.97222","1 out of 10","0 out of 9","1 out of 10"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","Sun City","AZ","85351","MARICOPA","0.94299","3 out of 10","1 out of 9","3 out of 10"
"360132","FORT HAMILTON HUGHES MEMORIAL HOSPITAL","630 EATON AVENUE","Hamilton","OH","45013","BUTLER","0.99796","0 out of 10","0 out of 9","0 out of 10"
"100038","MEMORIAL REGIONAL HOSPITAL","3501 JOHNSON ST","Hollywood","FL","33021","BROWARD","1.06468","0 out of 10","0 out of 9","0 out of 10"
"440061","VOLUNTEER COMMUNITY HOSPITAL","161 MOUNT PELIA RD","Martin","TN","38237","WEAKLEY","1.06100","0 out of 10","0 out of 9","0 out of 10"
"100006","ORLANDO REGIONAL MEDICAL CENTER","1414 KUHL AVE","Orlando","FL","32806","ORANGE","1.01776","0 out of 10","0 out of 9","0 out of 10"
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","7571 STATE ROUTE 54","Bath","NY","14810","STEUBEN","0.71135","10 out of 10","9 out of 9","10 out of 10"
"370093","O U MEDICAL CENTER","1200 EVERETT DRIVE","Oklahoma City","OK","73104","OKLAHOMA","1.01641","0 out of 10","0 out of 9","0 out of 10"
"450597","CUERO COMMUNITY HOSPITAL","2550 N ESPLANADE","Cuero","TX","77954","DE WITT","1.14477","0 out of 10","0 out of 9","0 out of 10"
"450221","MOORE COUNTY HOSPITAL DISTRICT","224 E SECOND STREET","Dumas","TX","79029","MOORE","0.78807","10 out of 10","0 out of 9","10 out of 10"
"360037","ST VINCENT CHARITY MEDICAL CENTER","2351 EAST 22ND STREET","Cleveland","OH","44115","CUYAHOGA","0.93905","3 out of 10","3 out of 9","3 out of 10"
"340096","LEXINGTON MEMORIAL HOSPITAL INC","250 HOSPITAL DRIVE PO BOX 1817","Lexington","NC","27292","DAVIDSON","0.84186","9 out of 10","8 out of 9","9 out of 10"
"460044","ALTA VIEW HOSPITAL","9660 SOUTH 1300 EAST","Sandy","UT","84094","SALT LAKE","0.95373","2 out of 10","1 out of 9","2 out of 10"
"330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","Cooperstown","NY","13326","OTSEGO","0.94071","3 out of 10","0 out of 9","3 out of 10"
"360189","MADISON COUNTY HOSPITAL INC","210 NORTH MAIN STREET","London","OH","43140","MADISON","0.94255","3 out of 10","3 out of 9","3 out of 10"
"430096","LEWIS AND CLARK SPECIALTY HOSPITAL","2601 FOX RUN PARKWAY","Yankton","SD","57078","YANKTON","0.92700","4 out of 10","4 out of 9","4 out of 10"
"390157","OHIO VALLEY GENERAL HOSPITAL","25 HECKEL ROAD","Mckees Rocks","PA","15136","ALLEGHENY","1.22340","0 out of 10","1 out of 9","1 out of 10"
"090011","MEDSTAR WASHINGTON HOSPITAL CENTER","110 IRVING ST NW","Washington","DC","20010","DISTRICT OF COLUMBIA","0.97768","1 out of 10","0 out of 9","1 out of 10"
"520048","MERCY MEDICAL CTR OF OSHKOSH","500 S OAKWOOD RD","Oshkosh","WI","54904","WINNEBAGO","0.94246","3 out of 10","0 out of 9","3 out of 10"
"670012","HOUSTON ORTHOPEDIC AND SPINE HOSPITAL","5410 WEST LOOP SOUTH","Bellaire","TX","77401","HARRIS","0.97414","1 out of 10","0 out of 9","1 out of 10"
"310083","EAST ORANGE GENERAL HOSPITAL","300 CENTRAL AVE","East Orange","NJ","07018","ESSEX","1.15029","0 out of 10","0 out of 9","0 out of 10"
"440175","SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE","HWY 43 S BOX 847","Lawrenceburg","TN","38464","LAWRENCE","1.00774","0 out of 10","0 out of 9","0 out of 10"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","Providence","RI","02902","PROVIDENCE","0.99982","0 out of 10","0 out of 9","0 out of 10"
"420069","CLARENDON MEMORIAL HOSPITAL","10 HOSPITAL ST BOX 550","Manning","SC","29102","CLARENDON","0.97793","1 out of 10","0 out of 9","1 out of 10"
"050079","DOCTORS MEDICAL CENTER - SAN PABLO","2000 VALE RD","San Pablo","CA","94806","CONTRA COSTA","0.97311","1 out of 10","0 out of 9","1 out of 10"
"390084","SUNBURY COMMUNITY HOSPITAL","350 NORTH 11TH STREET","Sunbury","PA","17801","NORTHUMBERLAND","0.99376","0 out of 10","3 out of 9","3 out of 10"
"050238","METHODIST HOSPITAL OF SOUTHERN CA","300 W HUNTINGTON DR","Arcadia","CA","91006","LOS ANGELES","1.02072","0 out of 10","0 out of 9","0 out of 10"
"360163","CHRIST HOSPITAL","2139 AUBURN AVENUE","Cincinnati","OH","45219","HAMILTON","1.01282","0 out of 10","0 out of 9","0 out of 10"
"450085","GRAHAM REGIONAL MEDICAL CENTER","1301 MONTGOMERY ROAD","Graham","TX","76450","YOUNG","0.90797","5 out of 10","2 out of 9","5 out of 10"
"450827","KELL WEST REGIONAL HOSPITAL","5402 KELL WEST BOULEVARD","Wichita Falls","TX","76310","WICHITA","1.06290","0 out of 10","1 out of 9","1 out of 10"
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD","Charlotte","NC","28203","MECKLENBURG","0.99737","0 out of 10","0 out of 9","0 out of 10"
"450672","PLAZA MEDICAL CENTER OF FORT WORTH","900 EIGHTH AVENUE","Fort Worth","TX","76104","TARRANT","1.09225","0 out of 10","0 out of 9","0 out of 10"
"110230","EMORY JOHNS CREEK HOSPITAL","6325 HOSPITAL PARKWAY","Johns Creek","GA","30097","CHATTOOGA","0.90774","5 out of 10","4 out of 9","5 out of 10"
"390197","SACRED HEART HOSPITAL","421 CHEW STREET","Allentown","PA","18102","LEHIGH","1.03322","0 out of 10","0 out of 9","0 out of 10"
"330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","Rockville Centre","NY","11571","NASSAU","1.05510","0 out of 10","1 out of 9","1 out of 10"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","Scottsboro","AL","35768","JACKSON","0.86828","7 out of 10","0 out of 9","7 out of 10"
"140202","ADVOCATE CONDELL MEDICAL CENTER","801 S MILWAUKEE AVE","Libertyville","IL","60048","LAKE","1.05118","0 out of 10","0 out of 9","0 out of 10"
"150128","COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","Indianapolis","IN","46227","MARION","1.01721","0 out of 10","0 out of 9","0 out of 10"
"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","Austin","TX","78705","TRAVIS","1.04897","0 out of 10","0 out of 9","0 out of 10"
"190004","THIBODAUX REGIONAL MEDICAL CENTER","602 N ACADIA ROAD","Thibodaux","LA","70302","LAFOURCHE","0.99008","0 out of 10","2 out of 9","2 out of 10"
"240001","NORTH MEMORIAL MEDICAL CENTER","3300 OAKDALE NORTH","Robbinsdale","MN","55422","HENNEPIN","0.94194","3 out of 10","0 out of 9","3 out of 10"
"110205","NORTH GEORGIA MEDICAL CENTER","1362 SOUTH MAIN STREET","Ellijay","GA","30540","GILMER","0.95677","2 out of 10","3 out of 9","3 out of 10"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","Morehead City","NC","28557","CARTERET","0.89031","6 out of 10","2 out of 9","6 out of 10"
"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","7201 N UNIVERSITY DR","Tamarac","FL","33321","BROWARD","1.08767","0 out of 10","1 out of 9","1 out of 10"
"170094","COFFEY COUNTY HOSPITAL","801 NORTH 4TH STREET","Burlington","KS","66839","COFFEY","0.79180","10 out of 10","9 out of 9","10 out of 10"
"450037","GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE","Longview","TX","75601","GREGG","1.01761","0 out of 10","0 out of 9","0 out of 10"
"150037","HANCOCK REGIONAL HOSPITAL","801 N STATE ST","Greenfield","IN","46140","HANCOCK","1.04658","0 out of 10","0 out of 9","0 out of 10"
"260116","MINERAL AREA REGIONAL MEDICAL CENTER","1212 WEBER RD","Farmington","MO","63640-3325","ST. FRANCOIS","0.97483","1 out of 10","1 out of 9","1 out of 10"
"220163","UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH","Worcester","MA","01655-0002","WORCESTER","1.07168","0 out of 10","0 out of 9","0 out of 10"
"180044","PIKEVILLE MEDICAL CENTER","911 BYPASS ROAD","Pikeville","KY","41501","PIKE","0.94759","3 out of 10","0 out of 9","3 out of 10"
"130003","ST JOSEPH REGIONAL MEDICAL CENTER","415 SIXTH STREET","Lewiston","ID","83501","NEZ PERCE","0.98447","1 out of 10","0 out of 9","1 out of 10"
"330004","HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS","396 BROADWAY","Kingston","NY","12401","ULSTER","1.00304","0 out of 10","0 out of 9","0 out of 10"
"100150","LOWER KEYS MEDICAL CENTER","5900 COLLEGE ROAD","Key West","FL","33040","MONROE","0.96120","2 out of 10","0 out of 9","2 out of 10"
"430005","PRAIRIE LAKES HOSPITAL","401 9TH AVENUE NW  POST OFFICE BOX 1210","Watertown","SD","572016210","CODINGTON","0.88640","6 out of 10","3 out of 9","6 out of 10"
"430016","AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  POST OFFICE BOX 5045","Sioux Falls","SD","571175045","MINNEHAHA","0.97288","1 out of 10","0 out of 9","1 out of 10"
"220035","NORTH SHORE MEDICAL CENTER","81 HIGHLAND AVENUE","Salem","MA","01970","ESSEX","1.02969","0 out of 10","0 out of 9","0 out of 10"
"190013","WEST CALCASIEU CAMERON HOSPITAL","701 EAST CYPRESS STREET","Sulphur","LA","70663","CALCASIEU","1.03606","0 out of 10","0 out of 9","0 out of 10"
"050121","ADVENTIST MEDICAL CENTER","115 MALL DRIVE","Hanford","CA","93230","KINGS","0.93804","3 out of 10","0 out of 9","3 out of 10"
"060117","ANIMAS SURGICAL HOSPITAL, LLC","575 RIVERGATE LANE","Durango","CO","81301","LA PLATA","0.93044","4 out of 10","4 out of 9","4 out of 10"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","Toppenish","WA","98948","YAKIMA","0.75509","10 out of 10","9 out of 9","10 out of 10"
"050257","GOOD SAMARITAN HOSPITAL","901 OLIVE DRIVE","Bakersfield","CA","93308","KERN","0.92350","4 out of 10","0 out of 9","4 out of 10"
"310025","CAREPOINT HEALTH - BAYONNE MEDICAL CENTER","29 EAST 29TH ST","Bayonne","NJ","07002","HUDSON","1.14018","0 out of 10","0 out of 9","0 out of 10"
"240080","UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","2450 RIVERSIDE AVENUE","Minneapolis","MN","55454","HENNEPIN","0.97905","1 out of 10","0 out of 9","1 out of 10"
"460021","DIXIE REGIONAL MEDICAL CENTER","1380 EAST MEDICAL CENTER DRIVE","St George","UT","84790","WASHINGTON","0.93941","3 out of 10","0 out of 9","3 out of 10"
"420018","PALMETTO HEALTH RICHLAND","5 RICHLAND MEDICAL PARK","Columbia","SC","29203","RICHLAND","1.01266","0 out of 10","0 out of 9","0 out of 10"
"370172","CHOCTAW NATION HEALTHCARE","1 CHOCTAW WAY","Talihina","OK","74571","LATIMER","0.73672","10 out of 10","9 out of 9","10 out of 10"
"280129","NEBRASKA ORTHOPAEDIC HOSPITAL","2808 SOUTH 143RD PLZ","Omaha","NE","68144","DOUGLAS","0.95622","2 out of 10","1 out of 9","2 out of 10"
"230069","SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","620 BYRON RD","Howell","MI","48843","LIVINGSTON","0.90384","5 out of 10","4 out of 9","5 out of 10"
"070021","WINDHAM COMM MEM HOSP & HATCH HOSP","112 MANSFIELD AVE","Willimantic","CT","06226","WINDHAM","0.96784","1 out of 10","2 out of 9","2 out of 10"
"050272","REDLANDS COMMUNITY HOSPITAL","350 TERRACINA BLVD","Redlands","CA","92373","SAN BERNARDINO","0.90728","5 out of 10","2 out of 9","5 out of 10"
"670075","ST LUKE'S HOSPITAL AT THE VINTAGE","20171 CHASEWOOD PARK DRIVE","Houston","TX","77070","HARRIS","1.18878","0 out of 10","0 out of 9","0 out of 10"
"390037","HERITAGE VALLEY SEWICKLEY","720 BLACKBURN ROAD","Sewickley","PA","15143","ALLEGHENY","1.12262","0 out of 10","0 out of 9","0 out of 10"
"100030","HEALTH CENTRAL","10000 W COLONIAL DR","Ocoee","FL","34761","ORANGE","1.05183","0 out of 10","0 out of 9","0 out of 10"
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","Michigan City","IN","46360","LA PORTE","1.01168","0 out of 10","0 out of 9","0 out of 10"
"070039","MASONIC HOME AND HOSPITAL","22 MASONIC AVE","Wallingford","CT","06492","NEW HAVEN","0.89243","6 out of 10","4 out of 9","6 out of 10"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","Jasper","IN","47546","DUBOIS","0.94454","3 out of 10","1 out of 9","3 out of 10"
"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","Memphis","TN","38119","SHELBY","1.04655","0 out of 10","0 out of 9","0 out of 10"
"190081","WEST CARROLL MEMORIAL HOSPITAL","706 ROSS STREET","Oak Grove","LA","71263","WEST CARROLL","0.99990","0 out of 10","0 out of 9","0 out of 10"
