"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"VA","Coronary bypass w/o cardiac cath w/o MCC","549","","10/01/2013","09/30/2014"
"VT","Coronary bypass w/o cardiac cath w/o MCC","34","","10/01/2013","09/30/2014"
"WA","Coronary bypass w/o cardiac cath w/o MCC","408","","10/01/2013","09/30/2014"
"WI","Coronary bypass w/o cardiac cath w/o MCC","430","","10/01/2013","09/30/2014"
"WV","Coronary bypass w/o cardiac cath w/o MCC","258","","10/01/2013","09/30/2014"
"WY","Coronary bypass w/o cardiac cath w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AK","Coronary bypass w/o cardiac cath w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Coronary bypass w/o cardiac cath w MCC","176","","10/01/2013","09/30/2014"
"AR","Coronary bypass w/o cardiac cath w MCC","112","","10/01/2013","09/30/2014"
"AZ","Coronary bypass w/o cardiac cath w MCC","163","","10/01/2013","09/30/2014"
"CA","Coronary bypass w/o cardiac cath w MCC","471","","10/01/2013","09/30/2014"
"CO","Coronary bypass w/o cardiac cath w MCC","75","","10/01/2013","09/30/2014"
"CT","Coronary bypass w/o cardiac cath w MCC","77","","10/01/2013","09/30/2014"
"DC","Coronary bypass w/o cardiac cath w MCC","52","","10/01/2013","09/30/2014"
"DE","Coronary bypass w/o cardiac cath w MCC","14","","10/01/2013","09/30/2014"
"FL","Coronary bypass w/o cardiac cath w MCC","582","","10/01/2013","09/30/2014"
"GA","Coronary bypass w/o cardiac cath w MCC","350","","10/01/2013","09/30/2014"
"HI","Coronary bypass w/o cardiac cath w MCC","35","","10/01/2013","09/30/2014"
"IA","Coronary bypass w/o cardiac cath w MCC","81","","10/01/2013","09/30/2014"
"ID","Coronary bypass w/o cardiac cath w MCC","16","","10/01/2013","09/30/2014"
"IL","Coronary bypass w/o cardiac cath w MCC","375","","10/01/2013","09/30/2014"
"IN","Coronary bypass w/o cardiac cath w MCC","183","","10/01/2013","09/30/2014"
"KS","Coronary bypass w/o cardiac cath w MCC","96","","10/01/2013","09/30/2014"
"KY","Coronary bypass w/o cardiac cath w MCC","162","","10/01/2013","09/30/2014"
"LA","Coronary bypass w/o cardiac cath w MCC","146","","10/01/2013","09/30/2014"
"MA","Coronary bypass w/o cardiac cath w MCC","130","","10/01/2013","09/30/2014"
"MD","Coronary bypass w/o cardiac cath w MCC","158","","10/01/2013","09/30/2014"
"ME","Coronary bypass w/o cardiac cath w MCC","22","","10/01/2013","09/30/2014"
"MI","Coronary bypass w/o cardiac cath w MCC","265","","10/01/2013","09/30/2014"
"MN","Coronary bypass w/o cardiac cath w MCC","87","","10/01/2013","09/30/2014"
"MO","Coronary bypass w/o cardiac cath w MCC","232","","10/01/2013","09/30/2014"
"MS","Coronary bypass w/o cardiac cath w MCC","98","","10/01/2013","09/30/2014"
"MT","Coronary bypass w/o cardiac cath w MCC","32","","10/01/2013","09/30/2014"
"NC","Coronary bypass w/o cardiac cath w MCC","263","","10/01/2013","09/30/2014"
"ND","Coronary bypass w/o cardiac cath w MCC","23","","10/01/2013","09/30/2014"
"NE","Coronary bypass w/o cardiac cath w MCC","73","","10/01/2013","09/30/2014"
"NH","Coronary bypass w/o cardiac cath w MCC","42","","10/01/2013","09/30/2014"
"NJ","Coronary bypass w/o cardiac cath w MCC","245","","10/01/2013","09/30/2014"
"NM","Coronary bypass w/o cardiac cath w MCC","24","","10/01/2013","09/30/2014"
"NV","Coronary bypass w/o cardiac cath w MCC","75","","10/01/2013","09/30/2014"
"NY","Coronary bypass w/o cardiac cath w MCC","364","","10/01/2013","09/30/2014"
"OH","Coronary bypass w/o cardiac cath w MCC","307","","10/01/2013","09/30/2014"
"OK","Coronary bypass w/o cardiac cath w MCC","159","","10/01/2013","09/30/2014"
"OR","Coronary bypass w/o cardiac cath w MCC","131","","10/01/2013","09/30/2014"
"PA","Coronary bypass w/o cardiac cath w MCC","299","","10/01/2013","09/30/2014"
"PR","Coronary bypass w/o cardiac cath w MCC","26","","10/01/2013","09/30/2014"
"RI","Coronary bypass w/o cardiac cath w MCC","22","","10/01/2013","09/30/2014"
"SC","Coronary bypass w/o cardiac cath w MCC","128","","10/01/2013","09/30/2014"
"SD","Coronary bypass w/o cardiac cath w MCC","25","","10/01/2013","09/30/2014"
"TN","Coronary bypass w/o cardiac cath w MCC","349","","10/01/2013","09/30/2014"
"TX","Coronary bypass w/o cardiac cath w MCC","687","","10/01/2013","09/30/2014"
"UT","Coronary bypass w/o cardiac cath w MCC","29","","10/01/2013","09/30/2014"
"VA","Coronary bypass w/o cardiac cath w MCC","291","","10/01/2013","09/30/2014"
"VT","Coronary bypass w/o cardiac cath w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"WA","Coronary bypass w/o cardiac cath w MCC","137","","10/01/2013","09/30/2014"
"WI","Coronary bypass w/o cardiac cath w MCC","113","","10/01/2013","09/30/2014"
"WV","Coronary bypass w/o cardiac cath w MCC","82","","10/01/2013","09/30/2014"
"WY","Coronary bypass w/o cardiac cath w MCC","11","","10/01/2013","09/30/2014"
"AK","Permanent cardiac pacemaker implant w/o CC/MCC","65","","10/01/2013","09/30/2014"
"AL","Permanent cardiac pacemaker implant w/o CC/MCC","503","","10/01/2013","09/30/2014"
"AR","Permanent cardiac pacemaker implant w/o CC/MCC","443","","10/01/2013","09/30/2014"
"AZ","Permanent cardiac pacemaker implant w/o CC/MCC","537","","10/01/2013","09/30/2014"
"CA","Permanent cardiac pacemaker implant w/o CC/MCC","2077","","10/01/2013","09/30/2014"
"CO","Permanent cardiac pacemaker implant w/o CC/MCC","234","","10/01/2013","09/30/2014"
"CT","Permanent cardiac pacemaker implant w/o CC/MCC","383","","10/01/2013","09/30/2014"
"DC","Permanent cardiac pacemaker implant w/o CC/MCC","81","","10/01/2013","09/30/2014"
"DE","Permanent cardiac pacemaker implant w/o CC/MCC","102","","10/01/2013","09/30/2014"
"FL","Permanent cardiac pacemaker implant w/o CC/MCC","2220","","10/01/2013","09/30/2014"
"GA","Permanent cardiac pacemaker implant w/o CC/MCC","680","","10/01/2013","09/30/2014"
"GU","Permanent cardiac pacemaker implant w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"HI","Permanent cardiac pacemaker implant w/o CC/MCC","64","","10/01/2013","09/30/2014"
"IA","Permanent cardiac pacemaker implant w/o CC/MCC","318","","10/01/2013","09/30/2014"
"ID","Permanent cardiac pacemaker implant w/o CC/MCC","113","","10/01/2013","09/30/2014"
"IL","Permanent cardiac pacemaker implant w/o CC/MCC","1260","","10/01/2013","09/30/2014"
"IN","Permanent cardiac pacemaker implant w/o CC/MCC","832","","10/01/2013","09/30/2014"
"KS","Permanent cardiac pacemaker implant w/o CC/MCC","334","","10/01/2013","09/30/2014"
"KY","Permanent cardiac pacemaker implant w/o CC/MCC","563","","10/01/2013","09/30/2014"
"LA","Permanent cardiac pacemaker implant w/o CC/MCC","399","","10/01/2013","09/30/2014"
"MA","Permanent cardiac pacemaker implant w/o CC/MCC","640","","10/01/2013","09/30/2014"
"MD","Permanent cardiac pacemaker implant w/o CC/MCC","401","","10/01/2013","09/30/2014"
"ME","Permanent cardiac pacemaker implant w/o CC/MCC","151","","10/01/2013","09/30/2014"
"MI","Permanent cardiac pacemaker implant w/o CC/MCC","1049","","10/01/2013","09/30/2014"
"MN","Permanent cardiac pacemaker implant w/o CC/MCC","519","","10/01/2013","09/30/2014"
"MO","Permanent cardiac pacemaker implant w/o CC/MCC","658","","10/01/2013","09/30/2014"
"MS","Permanent cardiac pacemaker implant w/o CC/MCC","398","","10/01/2013","09/30/2014"
"MT","Permanent cardiac pacemaker implant w/o CC/MCC","95","","10/01/2013","09/30/2014"
"NC","Permanent cardiac pacemaker implant w/o CC/MCC","916","","10/01/2013","09/30/2014"
"ND","Permanent cardiac pacemaker implant w/o CC/MCC","121","","10/01/2013","09/30/2014"
"NE","Permanent cardiac pacemaker implant w/o CC/MCC","255","","10/01/2013","09/30/2014"
"NH","Permanent cardiac pacemaker implant w/o CC/MCC","142","","10/01/2013","09/30/2014"
"NJ","Permanent cardiac pacemaker implant w/o CC/MCC","1067","","10/01/2013","09/30/2014"
"NM","Permanent cardiac pacemaker implant w/o CC/MCC","108","","10/01/2013","09/30/2014"
"NV","Permanent cardiac pacemaker implant w/o CC/MCC","150","","10/01/2013","09/30/2014"
"NY","Permanent cardiac pacemaker implant w/o CC/MCC","1944","","10/01/2013","09/30/2014"
"OH","Permanent cardiac pacemaker implant w/o CC/MCC","1106","","10/01/2013","09/30/2014"
"OK","Permanent cardiac pacemaker implant w/o CC/MCC","355","","10/01/2013","09/30/2014"
"OR","Permanent cardiac pacemaker implant w/o CC/MCC","234","","10/01/2013","09/30/2014"
"PA","Permanent cardiac pacemaker implant w/o CC/MCC","1347","","10/01/2013","09/30/2014"
"PR","Permanent cardiac pacemaker implant w/o CC/MCC","101","","10/01/2013","09/30/2014"
"RI","Permanent cardiac pacemaker implant w/o CC/MCC","36","","10/01/2013","09/30/2014"
"SC","Permanent cardiac pacemaker implant w/o CC/MCC","553","","10/01/2013","09/30/2014"
"SD","Permanent cardiac pacemaker implant w/o CC/MCC","129","","10/01/2013","09/30/2014"
"TN","Permanent cardiac pacemaker implant w/o CC/MCC","668","","10/01/2013","09/30/2014"
"TX","Permanent cardiac pacemaker implant w/o CC/MCC","1739","","10/01/2013","09/30/2014"
"UT","Permanent cardiac pacemaker implant w/o CC/MCC","146","","10/01/2013","09/30/2014"
"VA","Permanent cardiac pacemaker implant w/o CC/MCC","707","","10/01/2013","09/30/2014"
"VI","Permanent cardiac pacemaker implant w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Permanent cardiac pacemaker implant w/o CC/MCC","53","","10/01/2013","09/30/2014"
"WA","Permanent cardiac pacemaker implant w/o CC/MCC","437","","10/01/2013","09/30/2014"
"WI","Permanent cardiac pacemaker implant w/o CC/MCC","455","","10/01/2013","09/30/2014"
"WV","Permanent cardiac pacemaker implant w/o CC/MCC","277","","10/01/2013","09/30/2014"
"WY","Permanent cardiac pacemaker implant w/o CC/MCC","31","","10/01/2013","09/30/2014"
"AK","Permanent cardiac pacemaker implant w CC","62","","10/01/2013","09/30/2014"
"AL","Permanent cardiac pacemaker implant w CC","543","","10/01/2013","09/30/2014"
"AR","Permanent cardiac pacemaker implant w CC","377","","10/01/2013","09/30/2014"
"AZ","Permanent cardiac pacemaker implant w CC","622","","10/01/2013","09/30/2014"
"CA","Permanent cardiac pacemaker implant w CC","2447","","10/01/2013","09/30/2014"
"CO","Permanent cardiac pacemaker implant w CC","320","","10/01/2013","09/30/2014"
"CT","Permanent cardiac pacemaker implant w CC","445","","10/01/2013","09/30/2014"
"DC","Permanent cardiac pacemaker implant w CC","97","","10/01/2013","09/30/2014"
"DE","Permanent cardiac pacemaker implant w CC","99","","10/01/2013","09/30/2014"
"FL","Permanent cardiac pacemaker implant w CC","2562","","10/01/2013","09/30/2014"
"GA","Permanent cardiac pacemaker implant w CC","711","","10/01/2013","09/30/2014"
"GU","Permanent cardiac pacemaker implant w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"HI","Permanent cardiac pacemaker implant w CC","79","","10/01/2013","09/30/2014"
"IA","Permanent cardiac pacemaker implant w CC","325","","10/01/2013","09/30/2014"
"ID","Permanent cardiac pacemaker implant w CC","85","","10/01/2013","09/30/2014"
"IL","Permanent cardiac pacemaker implant w CC","1504","","10/01/2013","09/30/2014"
"IN","Permanent cardiac pacemaker implant w CC","801","","10/01/2013","09/30/2014"
"KS","Permanent cardiac pacemaker implant w CC","397","","10/01/2013","09/30/2014"
"KY","Permanent cardiac pacemaker implant w CC","526","","10/01/2013","09/30/2014"
"LA","Permanent cardiac pacemaker implant w CC","412","","10/01/2013","09/30/2014"
"MA","Permanent cardiac pacemaker implant w CC","815","","10/01/2013","09/30/2014"
"MD","Permanent cardiac pacemaker implant w CC","493","","10/01/2013","09/30/2014"
"ME","Permanent cardiac pacemaker implant w CC","172","","10/01/2013","09/30/2014"
"MI","Permanent cardiac pacemaker implant w CC","1303","","10/01/2013","09/30/2014"
"MN","Permanent cardiac pacemaker implant w CC","637","","10/01/2013","09/30/2014"
"MO","Permanent cardiac pacemaker implant w CC","786","","10/01/2013","09/30/2014"
"MS","Permanent cardiac pacemaker implant w CC","396","","10/01/2013","09/30/2014"
"MT","Permanent cardiac pacemaker implant w CC","88","","10/01/2013","09/30/2014"
"NC","Permanent cardiac pacemaker implant w CC","1017","","10/01/2013","09/30/2014"
"ND","Permanent cardiac pacemaker implant w CC","126","","10/01/2013","09/30/2014"
"NE","Permanent cardiac pacemaker implant w CC","267","","10/01/2013","09/30/2014"
"NH","Permanent cardiac pacemaker implant w CC","175","","10/01/2013","09/30/2014"
"NJ","Permanent cardiac pacemaker implant w CC","1241","","10/01/2013","09/30/2014"
"NM","Permanent cardiac pacemaker implant w CC","98","","10/01/2013","09/30/2014"
"NV","Permanent cardiac pacemaker implant w CC","192","","10/01/2013","09/30/2014"
"NY","Permanent cardiac pacemaker implant w CC","1998","","10/01/2013","09/30/2014"
"OH","Permanent cardiac pacemaker implant w CC","1265","","10/01/2013","09/30/2014"
"OK","Permanent cardiac pacemaker implant w CC","424","","10/01/2013","09/30/2014"
"OR","Permanent cardiac pacemaker implant w CC","242","","10/01/2013","09/30/2014"
"PA","Permanent cardiac pacemaker implant w CC","1579","","10/01/2013","09/30/2014"
"PR","Permanent cardiac pacemaker implant w CC","43","","10/01/2013","09/30/2014"
"RI","Permanent cardiac pacemaker implant w CC","75","","10/01/2013","09/30/2014"
"SC","Permanent cardiac pacemaker implant w CC","573","","10/01/2013","09/30/2014"
"SD","Permanent cardiac pacemaker implant w CC","139","","10/01/2013","09/30/2014"
"TN","Permanent cardiac pacemaker implant w CC","854","","10/01/2013","09/30/2014"
"TX","Permanent cardiac pacemaker implant w CC","2131","","10/01/2013","09/30/2014"
"UT","Permanent cardiac pacemaker implant w CC","132","","10/01/2013","09/30/2014"
"VA","Permanent cardiac pacemaker implant w CC","836","","10/01/2013","09/30/2014"
"VI","Permanent cardiac pacemaker implant w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Permanent cardiac pacemaker implant w CC","70","","10/01/2013","09/30/2014"
"WA","Permanent cardiac pacemaker implant w CC","469","","10/01/2013","09/30/2014"
"WI","Permanent cardiac pacemaker implant w CC","618","","10/01/2013","09/30/2014"
"WV","Permanent cardiac pacemaker implant w CC","304","","10/01/2013","09/30/2014"
"WY","Permanent cardiac pacemaker implant w CC","39","","10/01/2013","09/30/2014"
"AK","Perc cardiovasc proc w drug-eluting stent w/o MCC","156","","10/01/2013","09/30/2014"
"AL","Perc cardiovasc proc w drug-eluting stent w/o MCC","1886","","10/01/2013","09/30/2014"
"AR","Perc cardiovasc proc w drug-eluting stent w/o MCC","2464","","10/01/2013","09/30/2014"
"AZ","Perc cardiovasc proc w drug-eluting stent w/o MCC","1799","","10/01/2013","09/30/2014"
"CA","Perc cardiovasc proc w drug-eluting stent w/o MCC","6123","","10/01/2013","09/30/2014"
"CO","Perc cardiovasc proc w drug-eluting stent w/o MCC","920","","10/01/2013","09/30/2014"
"CT","Perc cardiovasc proc w drug-eluting stent w/o MCC","932","","10/01/2013","09/30/2014"
"DC","Perc cardiovasc proc w drug-eluting stent w/o MCC","330","","10/01/2013","09/30/2014"
"DE","Perc cardiovasc proc w drug-eluting stent w/o MCC","478","","10/01/2013","09/30/2014"
"FL","Perc cardiovasc proc w drug-eluting stent w/o MCC","8026","","10/01/2013","09/30/2014"
"GA","Perc cardiovasc proc w drug-eluting stent w/o MCC","2598","","10/01/2013","09/30/2014"
"HI","Perc cardiovasc proc w drug-eluting stent w/o MCC","180","","10/01/2013","09/30/2014"
"IA","Perc cardiovasc proc w drug-eluting stent w/o MCC","1590","","10/01/2013","09/30/2014"
"ID","Perc cardiovasc proc w drug-eluting stent w/o MCC","361","","10/01/2013","09/30/2014"
"IL","Perc cardiovasc proc w drug-eluting stent w/o MCC","4990","","10/01/2013","09/30/2014"
"IN","Perc cardiovasc proc w drug-eluting stent w/o MCC","3026","","10/01/2013","09/30/2014"
"KS","Perc cardiovasc proc w drug-eluting stent w/o MCC","887","","10/01/2013","09/30/2014"
"KY","Perc cardiovasc proc w drug-eluting stent w/o MCC","2808","","10/01/2013","09/30/2014"
"LA","Perc cardiovasc proc w drug-eluting stent w/o MCC","1657","","10/01/2013","09/30/2014"
"MA","Perc cardiovasc proc w drug-eluting stent w/o MCC","1521","","10/01/2013","09/30/2014"
"MD","Perc cardiovasc proc w drug-eluting stent w/o MCC","1230","","10/01/2013","09/30/2014"
"ME","Perc cardiovasc proc w drug-eluting stent w/o MCC","430","","10/01/2013","09/30/2014"
"MI","Perc cardiovasc proc w drug-eluting stent w/o MCC","5127","","10/01/2013","09/30/2014"
"MN","Perc cardiovasc proc w drug-eluting stent w/o MCC","2014","","10/01/2013","09/30/2014"
"MO","Perc cardiovasc proc w drug-eluting stent w/o MCC","2904","","10/01/2013","09/30/2014"
"MS","Perc cardiovasc proc w drug-eluting stent w/o MCC","1341","","10/01/2013","09/30/2014"
"MT","Perc cardiovasc proc w drug-eluting stent w/o MCC","384","","10/01/2013","09/30/2014"
"NC","Perc cardiovasc proc w drug-eluting stent w/o MCC","3536","","10/01/2013","09/30/2014"
"ND","Perc cardiovasc proc w drug-eluting stent w/o MCC","558","","10/01/2013","09/30/2014"
"NE","Perc cardiovasc proc w drug-eluting stent w/o MCC","646","","10/01/2013","09/30/2014"
"NH","Perc cardiovasc proc w drug-eluting stent w/o MCC","422","","10/01/2013","09/30/2014"
"NJ","Perc cardiovasc proc w drug-eluting stent w/o MCC","2684","","10/01/2013","09/30/2014"
"NM","Perc cardiovasc proc w drug-eluting stent w/o MCC","491","","10/01/2013","09/30/2014"
"NV","Perc cardiovasc proc w drug-eluting stent w/o MCC","644","","10/01/2013","09/30/2014"
"NY","Perc cardiovasc proc w drug-eluting stent w/o MCC","6582","","10/01/2013","09/30/2014"
"OH","Perc cardiovasc proc w drug-eluting stent w/o MCC","4383","","10/01/2013","09/30/2014"
"OK","Perc cardiovasc proc w drug-eluting stent w/o MCC","1357","","10/01/2013","09/30/2014"
"OR","Perc cardiovasc proc w drug-eluting stent w/o MCC","743","","10/01/2013","09/30/2014"
"PA","Perc cardiovasc proc w drug-eluting stent w/o MCC","4194","","10/01/2013","09/30/2014"
