Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score
"150090","FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","Dyer","IN","46311","LAKE","0.84582","0 out of 10","0 out of 9","0 out of 10","0.88381","2 out of 10","0 out of 9","2 out of 10","0.87058","0 out of 10","0 out of 9","0 out of 10","0.46807","9 out of 10","3 out of 9","9 out of 10","1.330","0 out of 10","0 out of 9","0 out of 10"
"150091","PARKVIEW HUNTINGTON HOSPITAL","2001 STULTS RD","Huntington","IN","46750","HUNTINGTON","0.86001","Not Available","Not Available","Not Available","0.88747","Not Available","Not Available","Not Available","0.87597","0 out of 10","0 out of 9","0 out of 10","0.48578","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"150097","MAJOR HOSPITAL","150 W WASHINGTON ST","Shelbyville","IN","46176","SHELBY","0.85650","Not Available","Not Available","Not Available","0.87357","0 out of 10","0 out of 9","0 out of 10","0.88246","0 out of 10","2 out of 9","2 out of 10","0.48593","8 out of 10","5 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"150100","ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","Evansville","IN","47750","VANDERBURGH","0.84864","1 out of 10","0 out of 9","1 out of 10","0.87486","0 out of 10","1 out of 9","1 out of 10","0.89057","4 out of 10","0 out of 9","4 out of 10","0.45459","9 out of 10","9 out of 9","9 out of 10","0.624","0 out of 10","0 out of 9","0 out of 10"
"150101","PARKVIEW WHITLEY HOSPITAL","1260 E SR 205","Columbia City","IN","46725","WHITLEY","0.85637","Not Available","Not Available","Not Available","0.87677","Not Available","Not Available","Not Available","0.85910","0 out of 10","0 out of 9","0 out of 10","0.48847","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"150102","INDIANA UNIVERSITY HEALTH STARKE HOSPITAL","102 E CULVER RD","Knox","IN","46534","STARKE","Not Available","Not Available","Not Available","Not Available","0.88794","Not Available","Not Available","Not Available","0.89456","5 out of 10","6 out of 9","6 out of 10","0.48650","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"150104","WITHAM HEALTH SERVICES","2605 N LEBANON ST","Lebanon","IN","46052","BOONE","0.85196","Not Available","Not Available","Not Available","0.86869","0 out of 10","0 out of 9","0 out of 10","0.89508","6 out of 10","0 out of 9","6 out of 10","0.55179","4 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"150109","FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","Lafayette","IN","47905","TIPPECANOE","0.84212","0 out of 10","0 out of 9","0 out of 10","0.87452","0 out of 10","0 out of 9","0 out of 10","0.87979","0 out of 10","Not Available","0 out of 10","0.53673","5 out of 10","6 out of 9","6 out of 10","0.365","2 out of 10","0 out of 9","2 out of 10"
"150112","COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","Columbus","IN","47201","BARTHOLOMEW","0.84994","2 out of 10","0 out of 9","2 out of 10","0.88918","4 out of 10","5 out of 9","5 out of 10","0.89992","8 out of 10","5 out of 9","8 out of 10","0.69784","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"150113","COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","Anderson","IN","46011","MADISON","0.86497","Not Available","Not Available","Not Available","0.89050","5 out of 10","7 out of 9","7 out of 10","0.90223","9 out of 10","8 out of 9","9 out of 10","0.46612","9 out of 10","9 out of 9","9 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","Jasper","IN","47546","DUBOIS","0.88514","10 out of 10","9 out of 9","10 out of 10","0.86291","0 out of 10","0 out of 9","0 out of 10","0.90245","9 out of 10","8 out of 9","9 out of 10","0.59895","1 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"150125","COMMUNITY HOSPITAL","901 MACARTHUR BLVD","Munster","IN","46321","LAKE","0.84696","0 out of 10","0 out of 9","0 out of 10","0.89818","8 out of 10","0 out of 9","8 out of 10","0.91688","10 out of 10","9 out of 9","10 out of 10","0.34208","10 out of 10","9 out of 9","10 out of 10","0.459","0 out of 10","0 out of 9","0 out of 10"
"150126","FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","Crown Point","IN","46307","LAKE","0.85816","7 out of 10","8 out of 9","8 out of 10","0.88164","1 out of 10","2 out of 9","2 out of 10","0.88597","2 out of 10","3 out of 9","3 out of 10","0.47098","8 out of 10","8 out of 9","8 out of 10","1.124","0 out of 10","0 out of 9","0 out of 10"
"150128","COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","Indianapolis","IN","46227","MARION","0.84198","0 out of 10","0 out of 9","0 out of 10","0.87537","0 out of 10","0 out of 9","0 out of 10","0.88641","2 out of 10","0 out of 9","2 out of 10","0.55968","4 out of 10","3 out of 9","4 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"150129","COMMUNITY WESTVIEW HOSPITAL","3630 GUION RD","Indianapolis","IN","46222","MARION","0.85323","Not Available","Not Available","Not Available","0.88820","Not Available","Not Available","Not Available","0.89127","Not Available","Not Available","Not Available","0.72262","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","Not Available","10 out of 10"
"150133","KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","Warsaw","IN","46580","KOSCIUSKO","0.85082","Not Available","Not Available","Not Available","0.88391","2 out of 10","3 out of 9","3 out of 10","0.88280","1 out of 10","5 out of 9","5 out of 10","0.49461","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"150146","PARKVIEW NOBLE HOSPITAL","401 SAWYER RD","Kendallville","IN","46755","NOBLE","0.84981","Not Available","Not Available","Not Available","0.87038","0 out of 10","Not Available","0 out of 10","0.89691","6 out of 10","6 out of 9","6 out of 10","0.48315","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"150149","WOMEN'S HOSPITAL THE","4199 GATEWAY BLVD","Newburgh","IN","47630","WARRICK","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.56067","4 out of 10","6 out of 9","6 out of 10","0.503","0 out of 10","0 out of 9","0 out of 10"
"150150","DUPONT HOSPITAL LLC","2520 E DUPONT RD","Fort Wayne","IN","46825","ALLEN","0.84875","Not Available","Not Available","Not Available","0.88419","Not Available","Not Available","Not Available","0.88299","Not Available","Not Available","Not Available","0.43658","10 out of 10","9 out of 9","10 out of 10","0.566","0 out of 10","0 out of 9","0 out of 10"
"150153","ST VINCENT HEART CENTER OF INDIANA LLC","10580 N MERIDIAN ST","Indianapolis","IN","46290","HAMILTON","0.86497","10 out of 10","9 out of 9","10 out of 10","0.86960","0 out of 10","0 out of 9","0 out of 10","0.88732","Not Available","Not Available","Not Available","0.30842","10 out of 10","9 out of 9","10 out of 10","0.366","2 out of 10","0 out of 9","2 out of 10"
"150154","INDIANA HEART HOSPITAL THE","8075 N SHADELAND AVE","Indianapolis","IN","46250","MARION","0.85120","3 out of 10","5 out of 9","5 out of 10","0.87250","0 out of 10","0 out of 9","0 out of 10","0.87062","Not Available","Not Available","Not Available","0.74031","0 out of 10","0 out of 9","0 out of 10","2.649","0 out of 10","0 out of 9","0 out of 10"
"150157","ST VINCENT CARMEL HOSPITAL INC","13500 N MERIDIAN ST","Carmel","IN","46032","HAMILTON","Not Available","Not Available","Not Available","Not Available","0.87654","Not Available","Not Available","Not Available","0.89102","Not Available","Not Available","Not Available","0.45215","9 out of 10","9 out of 9","9 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"150158","IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","Avon","IN","46123","HENDRICKS","0.85868","7 out of 10","Not Available","7 out of 10","0.88286","1 out of 10","0 out of 9","1 out of 10","0.89336","5 out of 10","0 out of 9","5 out of 10","0.60796","1 out of 10","0 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"150160","INDIANA ORTHOPAEDIC HOSPITAL","8400 NORTHWEST BLVD","Indianapolis","IN","46278","MARION","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.38818","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"150161","INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","11700 N MERIDIAN ST","Carmel","IN","46032","HAMILTON","0.85474","Not Available","Not Available","Not Available","0.87579","Not Available","Not Available","Not Available","0.89391","5 out of 10","2 out of 9","5 out of 10","0.56837","3 out of 10","0 out of 9","3 out of 10","0.848","0 out of 10","0 out of 9","0 out of 10"
"150162","FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","Indianapolis","IN","46237","MARION","0.84576","0 out of 10","2 out of 9","2 out of 10","0.89711","8 out of 10","9 out of 9","9 out of 10","0.87404","0 out of 10","0 out of 9","0 out of 10","0.38147","10 out of 10","9 out of 9","10 out of 10","0.255","4 out of 10","0 out of 9","4 out of 10"
"150164","MONROE HOSPITAL","4011 S MONROE MEDICAL PARK BLVD","Bloomington","IN","47403","MONROE","0.85601","Not Available","Not Available","Not Available","0.87883","Not Available","Not Available","Not Available","0.88416","Not Available","Not Available","Not Available","0.50392","7 out of 10","5 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"150165","FRANCISCAN HEALTHCARE - MUNSTER","701 SUPERIOR AVE","Munster","IN","46321","LAKE","Not Available","Not Available","Not Available","Not Available","0.88231","Not Available","Not Available","Not Available","0.88854","Not Available","Not Available","Not Available","0.58932","2 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available"
"150166","PINNACLE HOSPITAL","9301 CONNECTICUT DR","Crown Point","IN","46307","LAKE","Not Available","Not Available","Not Available","Not Available","0.88156","Not Available","Not Available","Not Available","0.87725","Not Available","Not Available","Not Available","0.48177","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"150167","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","Fort Wayne","IN","46845","ALLEN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.42255","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"150168","THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","Ft Wayne","IN","46804","ALLEN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.45147","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"150169","COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","Indianapolis","IN","46256","MARION","0.85585","Not Available","Not Available","Not Available","0.84753","0 out of 10","0 out of 9","0 out of 10","0.89855","7 out of 10","7 out of 9","7 out of 10","0.42089","10 out of 10","9 out of 9","10 out of 10","0.530","0 out of 10","0 out of 9","0 out of 10"
"150173","INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","Lafayette","IN","47905","TIPPECANOE","0.84313","0 out of 10","3 out of 9","3 out of 10","0.86680","0 out of 10","0 out of 9","0 out of 10","0.88750","3 out of 10","0 out of 9","3 out of 10","0.40836","10 out of 10","9 out of 9","10 out of 10","0.669","0 out of 10","0 out of 9","0 out of 10"
"150175","THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","4007 GATEWAY BLVD","Newburgh","IN","47630","WARRICK","0.85820","7 out of 10","5 out of 9","7 out of 10","0.88540","Not Available","Not Available","Not Available","0.87655","Not Available","Not Available","Not Available","0.64216","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"150176","KENTUCKIANA MEDICAL CENTER LLC","4601 MEDICAL PLAZA WAY","Clarksville","IN","47129","CLARK","0.84682","Not Available","Not Available","Not Available","0.88362","Not Available","Not Available","Not Available","0.88183","Not Available","Not Available","Not Available","0.58957","2 out of 10","0 out of 9","2 out of 10","1.768","0 out of 10","Not Available","0 out of 10"
"150177","UNITY MEDICAL AND SURGICAL HOSPITAL","4455 EDISON LAKES PKWY","Mishawaka","IN","46545","ST. JOSEPH","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.88756","Not Available","Not Available","Not Available","0.47710","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"160001","MARSHALLTOWN MEDICAL & SURGICAL CENTER","3 SOUTH 4TH AVENUE","Marshalltown","IA","50158","MARSHALL","0.85584","6 out of 10","Not Available","6 out of 10","0.85913","0 out of 10","0 out of 9","0 out of 10","0.89295","5 out of 10","7 out of 9","7 out of 10","0.52549","5 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"160005","ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","311 SOUTH CLARK STREET","Carroll","IA","51401","CARROLL","0.85394","Not Available","Not Available","Not Available","0.87886","0 out of 10","Not Available","0 out of 10","0.86908","0 out of 10","0 out of 9","0 out of 10","0.53860","5 out of 10","3 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"160008","KEOKUK AREA HOSPITAL","1600 MORGAN STREET","Keokuk","IA","52632","LEE","0.84496","Not Available","Not Available","Not Available","0.86805","0 out of 10","0 out of 9","0 out of 10","0.86095","0 out of 10","0 out of 9","0 out of 10","0.47780","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"160013","TRINITY MUSCATINE","1518 MULBERRY AVENUE","Muscatine","IA","52761","MUSCATINE","0.85260","Not Available","Not Available","Not Available","0.85516","Not Available","Not Available","Not Available","0.87086","0 out of 10","0 out of 9","0 out of 10","0.58775","2 out of 10","0 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available"
"160016","TRINITY REGIONAL MEDICAL CENTER","802 KENYON RD","Fort Dodge","IA","50501","WEBSTER","0.86018","8 out of 10","5 out of 9","8 out of 10","0.87085","0 out of 10","0 out of 9","0 out of 10","0.88474","1 out of 10","0 out of 9","1 out of 10","0.63895","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"160024","IOWA LUTHERAN HOSPITAL","700 EAST UNIVERSITY AVENUE","Des Moines","IA","50316","POLK","0.84815","1 out of 10","0 out of 9","1 out of 10","0.86781","0 out of 10","0 out of 9","0 out of 10","0.89046","4 out of 10","3 out of 9","4 out of 10","0.57766","3 out of 10","3 out of 9","3 out of 10","0.924","0 out of 10","0 out of 9","0 out of 10"
"160028","ALEGENT HEALTH MERCY HOSPITAL","800 MERCY DRIVE","Council Bluffs","IA","51503","POTTAWATTAMIE","0.85633","6 out of 10","Not Available","6 out of 10","0.87459","0 out of 10","0 out of 9","0 out of 10","0.90729","10 out of 10","9 out of 9","10 out of 10","0.47805","8 out of 10","8 out of 9","8 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"160029","MERCY HOSPITAL","500 E MARKET STREET","Iowa City","IA","52245","JOHNSON","0.85120","3 out of 10","2 out of 9","3 out of 10","0.88524","2 out of 10","5 out of 9","5 out of 10","0.90822","10 out of 10","9 out of 9","10 out of 10","0.63123","0 out of 10","4 out of 9","4 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"160030","MARY GREELEY MEDICAL CENTER","1111 DUFF AVENUE","Ames","IA","50010","STORY","0.85919","8 out of 10","0 out of 9","8 out of 10","0.87807","0 out of 10","0 out of 9","0 out of 10","0.88962","3 out of 10","0 out of 9","3 out of 10","0.33206","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"160032","SKIFF MEDICAL CENTER","204 NORTH 4TH AVENUE EAST","Newton","IA","50208","JASPER","0.84799","Not Available","Not Available","Not Available","0.85967","0 out of 10","0 out of 9","0 out of 10","0.86940","0 out of 10","0 out of 9","0 out of 10","0.54767","4 out of 10","1 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available"
"160033","GENESIS MEDICAL CENTER-DAVENPORT","1227 EAST RUSHOLME STREET","Davenport","IA","52803","SCOTT","0.84743","0 out of 10","2 out of 9","2 out of 10","0.87491","0 out of 10","0 out of 9","0 out of 10","0.89922","7 out of 10","3 out of 9","7 out of 10","0.51737","6 out of 10","0 out of 9","6 out of 10","0.182","6 out of 10","0 out of 9","6 out of 10"
"160040","SARTORI MEMORIAL HOSPITAL","515 COLLEGE STREET","Cedar Falls","IA","50613","BLACK HAWK","0.85554","Not Available","Not Available","Not Available","0.86882","Not Available","Not Available","Not Available","0.89092","Not Available","Not Available","Not Available","0.52538","5 out of 10","1 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"160045","ST LUKES HOSPITAL","1026 A AVE NE","Cedar Rapids","IA","52402","LINN","0.86255","10 out of 10","9 out of 9","10 out of 10","0.87495","0 out of 10","3 out of 9","3 out of 10","0.89297","5 out of 10","0 out of 9","5 out of 10","0.44075","10 out of 10","0 out of 9","10 out of 10","0.182","6 out of 10","0 out of 9","6 out of 10"
"160047","METHODIST JENNIE EDMUNDSON","933 EAST PIERCE STREET","Council Bluffs","IA","51503","POTTAWATTAMIE","0.86658","10 out of 10","9 out of 9","10 out of 10","0.87661","0 out of 10","0 out of 9","0 out of 10","0.86478","0 out of 10","0 out of 9","0 out of 10","0.54441","4 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
